City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,loei,17.4167,101.5,54.12,46,6,2.89,TH,1675191339
348,tuchkovo,55.6011,36.4681,31.8,96,100,9.01,RU,1675191339
349,camacha,33.0833,-16.3333,56.62,67,40,16.11,PT,1675191340
350,cabo rojo,18.0866,-67.1457,85.24,59,41,4.0,PR,1675191185
351,wellington,-41.2866,174.7756,65.86,88,20,2.3,NZ,1675191310
352,kailua,21.4022,-157.7394,75.18,88,100,10.36,US,1675191341
353,phetchabun,16.25,101.0833,68.13,42,6,3.31,TH,1675191342
354,lensk,60.7253,114.9278,-7.56,96,100,6.71,RU,1675191342
355,provideniya,64.3833,-173.3,16.54,100,61,1.83,RU,1675191343
356,tutoia,-2.7619,-42.2744,81.21,80,98,10.98,BR,1675191343
357,shimoda,34.6667,138.95,40.53,72,2,9.95,JP,1675191344
358,moron,-34.6534,-58.6198,89.8,61,0,8.97,AR,1675191344
359,narragansett,41.4501,-71.4495,41.86,55,75,10.36,US,1675191344
360,rock sound,24.9,-76.2,76.44,69,49,9.06,BS,1675191345
361,tagusao,9.1924,117.8141,77.31,88,46,10.13,PH,1675191345
